user_id,doi
815,10.1007/s11301-022-00296-3
816,10.1016/j.cell.2022.04.003
817,10.1101/2022.05.03.490513
818,10.1021/acs.jctc.2c00337
819,10.1038/s41593-021-00938-x
820,10.1038/s41586-022-04536-0
821,10.1186/s12859-022-04643-9
822,10.1016/j.ccell.2021.09.008
823,10.1093/bioinformatics/btac589
824,10.1101/2021.11.17.468836
825,10.1101/2022.05.06.490859
826,10.1021/acs.jpclett.2c02821
827,10.1016/j.resourpol.2022.103060
828,10.1002/aic.17962
829,10.3390/app12157608
830,10.1038/s41467-022-34567-0
831,10.1016/j.celrep.2022.111180
832,10.15252/msb.202110663
833,10.1016/j.xcrm.2022.100715
834,10.1093/nar/gkac874
835,10.1007/s11416-022-00452-z
836,10.1101/2022.10.12.511184
837,10.1093/bioinformatics/btac683
838,10.1101/2022.11.18.517068
839,10.1038/s41467-022-33758-z
840,10.1016/j.celrep.2022.111706
841,10.1101/2021.09.03.458926
842,10.1109/access.2022.3149640
843,10.1091/mbc.e21-11-0561
844,10.26508/lsa.202201405
845,10.1093/nar/gkac219
846,10.3389/fcimb.2022.986314
847,10.1073/pnas.2023070118
848,10.1101/2022.02.28.482158
849,10.1101/gr.271908.120
850,10.1093/database/baac015
851,10.1101/2022.08.26.505274
852,10.1016/j.knosys.2022.109180
853,10.3389/fncir.2022.826497
854,10.1101/2022.05.18.492432
855,10.1371/journal.pcbi.1009162
856,10.1101/2022.08.15.504037
857,10.1016/j.neuroimage.2022.119198
858,10.1007/s11192-022-04293-x
859,10.3389/fgene.2022.867880
860,10.1101/gr.271148.120
861,10.1101/2022.02.28.482342
862,10.1101/2022.03.23.485460
863,10.3390/math9121449
864,10.1101/2022.05.09.491204
865,10.1101/2022.02.17.480859
866,10.1101/2022.10.13.22281024
867,10.1162/qss_a_00184
868,10.1101/2022.06.06.495029
869,10.15252/embj.2020104983
870,10.1016/j.procs.2022.10.212
871,10.1038/s41467-022-34005-1
872,10.7554/elife.70283
873,10.1101/2022.05.19.492525
874,10.1007/978-1-0716-1839-4_11
875,10.1038/s41467-022-33681-3
876,10.1016/j.celrep.2022.110503
877,10.1101/2022.03.04.483068
878,10.1101/2022.10.10.22280933
879,10.26508/lsa.202101299
880,10.1101/2022.10.12.512010
881,10.1016/j.xgen.2022.100107
882,10.1080/19382014.2021.1948282
883,10.1038/s41576-020-0223-2
884,10.3390/aerospace9100613
885,10.3389/fams.2022.947053
886,10.1016/j.eswa.2022.117822
887,10.1093/gigascience/giac064
888,10.1093/pnasnexus/pgac239
889,10.1136/jitc-2021-004268
890,10.1109/cibcb55180.2022.9863034
891,10.1101/2022.08.25.505257
892,10.1101/2022.06.10.495491
893,10.1016/j.fluid.2022.113648
894,10.7554/elife.65857
895,10.7554/elife.66747
896,10.7554/elife.66921
897,10.1101/2021.06.04.447104
898,10.1101/2022.05.26.493589
899,10.1101/2021.06.15.448484
900,10.1109/iscc50000.2020.9219604
901,10.1109/bicits51482.2021.9509873
902,10.1109/isi53945.2021.9624754
903,10.1109/bibe50027.2020.00022
904,10.1101/2022.08.09.503399
905,10.1101/2020.07.22.215335
906,10.1101/2020.07.23.217729
907,10.1101/2020.07.28.224212
908,10.1109/access.2021.3110111
909,10.1038/s41467-022-29027-8
910,10.3145/epi.2020.nov.01
911,10.1101/2022.11.23.517756
912,10.1109/tts.2021.3088800
913,10.1126/scitranslmed.abp8869
914,10.1038/s41467-022-34877-3
915,10.1093/jmcb/mjaa052
916,10.1109/hpec49654.2021.9622834
917,10.1111/1468-4446.12816
918,10.1101/2022.10.12.22281017
919,10.1038/s41467-022-29967-1
920,10.1145/3447535.3462486
921,10.1101/2022.10.12.22280874
922,10.1016/j.cell.2021.11.033
923,10.1016/j.ejca.2021.03.005
924,10.1016/j.intimp.2022.108767
925,10.1038/s41467-021-27136-4
926,10.1103/physreve.106.054409
927,10.1101/2020.09.28.317784
928,10.1016/j.forpol.2022.102749
929,10.1093/nar/gkac1037
930,10.1111/ijmr.12296
931,10.3389/fonc.2020.01065
932,10.1002/bies.202200084
933,10.4000/mots.30542
934,10.1371/journal.pone.0255127
935,10.1016/j.cels.2021.10.007
936,10.1007/s42001-021-00145-5
937,10.1016/j.est.2021.103607
938,10.1002/wics.1558
939,10.1101/2021.07.11.451750
940,10.1101/2021.07.15.452521
941,10.1101/2021.07.17.452792
942,10.1101/2021.07.25.453651
943,10.1101/2021.07.26.453774
944,10.1007/s00401-021-02372-6
945,10.1101/2021.11.11.468308
946,10.3389/fgene.2021.649440
947,10.1016/j.scs.2021.103508
948,10.7554/elife.72737
949,10.1038/s41598-021-82914-w
950,10.3390/jdb8040031
951,10.3390/jrfm13120295
952,10.1101/2021.03.07.434249
953,10.1101/2021.03.09.21253012
954,10.1101/2021.03.09.430613
955,10.1101/2021.03.19.21254004
956,10.1101/2021.03.19.436142
957,10.1101/2021.03.19.436212
958,10.1101/2021.11.02.466956
959,10.1002/ijc.33859
960,10.1101/2021.10.27.465860
961,10.1101/2021.10.27.466024
962,10.14778/3476249.3476282
963,10.1101/2021.10.25.465795
964,10.1101/2021.01.11.426044
965,10.3389/fimmu.2020.599637
966,10.3390/ijerph18115851
967,10.1093/gigascience/giab061
968,10.1038/s41587-021-01044-w
969,10.1038/s41467-021-26263-2
970,10.1101/2021.06.16.447688
971,10.1101/2021.06.16.448386
972,10.1101/2021.06.22.449395
973,10.1101/2021.06.23.449672
974,10.1101/2021.06.25.449944
975,10.1101/2021.07.01.450715
976,10.1101/2021.10.12.464111
977,10.1101/2021.03.29.437450
978,10.1101/2021.03.31.437984
979,10.1101/2021.04.01.21254778
980,10.1101/2021.04.06.438536
981,10.1098/rsif.2020.0936
982,10.1101/2020.04.02.020990
983,10.1093/bioinformatics/btab704
984,10.1371/journal.pone.0251488
985,10.1038/s41586-021-03604-1
986,10.1038/s41586-021-03705-x
987,10.1186/s13059-021-02505-w
988,10.1038/s41586-021-03950-0
989,10.3389/fonc.2021.683007
990,10.1038/s41467-021-22973-9
991,10.1101/2021.01.25.427845
992,10.1101/2021.02.07.430111
993,10.1038/s41586-020-03126-2
994,10.1101/2021.05.12.443782
995,10.1101/2021.05.19.444776
996,10.1016/j.cels.2022.06.006
997,10.1038/s41587-021-00870-2
998,10.2174/1574893617666220330151024
999,10.1038/s41592-020-0825-9
1000,10.1101/2022.08.12.503759
1001,10.1101/2021.01.26.428013
1002,10.1101/2021.07.28.453839
1003,10.1101/2020.09.11.291724
1004,10.1101/2020.05.08.083337
1005,10.3390/su14159355
1006,10.1038/s41598-022-14218-6
1007,10.1038/s41467-022-31107-8
1008,10.1101/2020.04.30.069377
1009,10.1101/2020.04.30.070383
1010,10.1101/2020.05.01.072876
1011,10.1007/978-3-030-61255-9_16
1012,10.1101/2021.04.08.439098
1013,10.1038/s41588-021-00972-2
1014,10.1101/2021.06.24.449733
1015,10.1101/2022.10.07.511231
1016,10.23919/ccc52363.2021.9549569
1017,10.3389/frma.2021.630124
1018,10.3389/fphys.2021.674013
1019,10.3390/biochem1030016
1020,10.3389/fimmu.2021.768541
1021,10.1038/s41467-022-28616-x
1022,10.1126/scitranslmed.abo0686
1023,10.1101/2020.09.23.310441
1024,10.1101/2020.09.24.312397
1025,10.1101/2021.01.13.426593
1026,10.1093/comnet/cnab040
1027,10.1101/2021.03.22.21253209
1028,10.1016/j.ccell.2021.09.010
1029,10.1016/j.cell.2021.10.024
1030,10.1038/s41467-021-23667-y
1031,10.1038/s41467-021-23780-y
1032,10.1109/cec45853.2021.9504833
1033,10.1016/j.osnem.2022.100220
1034,10.1042/bsr20212093
1035,10.1038/s41592-021-01308-y
1036,10.1016/j.jgg.2021.02.007
1037,10.3389/fgene.2021.766405
1038,10.1016/j.celrep.2021.110131
1039,10.1016/j.ins.2022.11.088
1040,10.1101/2021.07.10.451822
1041,10.1101/2021.07.14.21260539
1042,10.1101/2021.07.19.452932
1043,10.1101/2020.05.27.116293
1044,10.1155/2022/8924468
1045,10.1101/2022.11.09.515833
1046,10.1016/j.ccell.2022.10.008
1047,10.3389/fcosc.2022.908012
1048,10.1101/2021.12.20.473470
1049,10.1038/s41586-021-03465-8
1050,10.1101/2021.10.01.462632
1051,10.1016/j.isci.2021.103222
1052,10.1371/journal.pntd.0010633
1053,10.1017/s1351324922000274
1054,10.1002/ajmg.c.31793
1055,10.1007/978-3-031-09173-5_28
1056,10.3390/math9212666
1057,10.1002/path.5417
1058,10.1109/tase49443.2020.00014
1059,10.1109/whc49131.2021.9517257
1060,10.1126/sciadv.abo1286
1061,10.1016/j.ipm.2022.103152
1062,10.1136/jitc-2021-002894
1063,10.1093/plcell/koab101
1064,10.1038/s41467-020-20794-w
1065,10.1155/2022/1047898
1066,10.1007/s11192-022-04352-3
1067,10.1109/icdm.2019.00066
1068,10.1101/2022.09.07.506735
1069,10.1126/science.abj1966
1070,10.1038/s41588-021-00926-8
1071,10.5194/se-12-2159-2021
1072,10.1101/2021.09.17.460868
1073,10.1101/2019.12.23.887208
1074,10.1016/j.neucom.2020.10.033
1075,10.1101/2020.01.13.905323
1076,10.1101/2020.01.19.911453
1077,10.1016/j.neurobiolaging.2020.09.010
1078,10.1038/s41467-021-25773-3
1079,10.1016/j.neuron.2020.12.010
1080,10.1101/2021.09.15.460431
1081,10.1158/2326-6066.cir-20-0270
1082,10.1162/qss_a_00095
